#
#   VizieR Astronomical Server: http://cdsweb.u-strasbg.fr	2005-11-16T04:35:09
#   Explanations and Statistics of UCDs:			See LINK below
#   In case of problem, please report to:	question@simbad.u-strasbg.fr
#    (link)
#
#Coosys	J2000:	eq_FK5 2000
#INFO	-ref=Vxml18178	

#RESOURCE=1239
#Name: I/239
#Title:	The Hipparcos and Tycho Catalogues (ESA 1997)
#Table	I_239_hip_main:
#Name: I/239/hip_main
#Title:	The Hipparcos Main Catalogue\vizContent{timeSerie}
#Coosys	J2000_1991.250:	eq_FK5 2000_1991.250
#Column	recno	(I8)	Record number within the original table (starting from 1)        (link)	[ucd=RECORD]
#Column	HIP	(I6)	Identifier (HIP number) (H1)        (link)	[ucd=ID_MAIN]
#Column	RAhms	(A11)	Right ascension in h m s, ICRS (J1991.25) (H3)	[ucd=POS_EQ_RA_MAIN]
#Column	DEdms	(A11)	Declination in deg ' ", ICRS (J1991.25) (H4)	[ucd=POS_EQ_DEC_MAIN]
#Column	Vmag	(F5.2)	? Magnitude in Johnson V (H5)	[ucd=PHOT_JHN_V]
#Column	B-V	(F6.3)	? Johnson B-V colour (H37)	[ucd=PHOT_JHN_B-V]

recno;HIP;RAhms;DEdms;Vmag;B-V
   30138; 30159;06 20 46.85;-24 18 00.6; 7.44;-0.113
   30143; 30165;06 20 49.99;+52 08 54.0; 7.44; 0.201
   30151; 30173;06 20 55.19;-62 21 14.6; 7.65; 0.234
   30152; 30171;06 20 55.35;-16 59 03.9; 7.48; 0.801
   30155; 30176;06 20 58.28;-06 41 31.1; 7.60;-0.048
   30170; 30191;06 21 06.13;+07 32 08.1; 7.57; 0.106
   30178; 30199;06 21 11.30;-44 45 31.0; 7.70;-0.125
   30186; 30207;06 21 19.58;-16 48 13.6; 7.54;-0.082
   30189; 30210;06 21 20.30;-01 13 14.7; 7.57;-0.092
   30190; 30211;06 21 22.15;+21 11 59.2; 7.62; 0.056
   30195; 30216;06 21 25.67;-33 04 18.0; 7.63; 1.343
   30221; 30243;06 21 43.54;-00 32 19.5; 7.63; 0.686
   30249; 30270;06 22 03.06;+34 35 51.0; 7.64; 0.573
   30250; 30271;06 22 03.11;-30 32 00.7; 7.57; 1.533
   30254; 30275;06 22 04.82;+60 46 41.4; 7.43; 0.209
   30277; 30298;06 22 22.81;+62 06 14.4; 7.53; 1.049
   30281; 30302;06 22 24.48;-23 35 36.3; 7.61; 0.261
   30286; 30307;06 22 26.01;+56 00 46.9; 7.53; 0.320
   30305; 30326;06 22 43.58;-02 11 43.2; 7.52; 1.099
   30310; 30331;06 22 47.88;+27 59 12.1; 7.68; 1.387
   30311; 30332;06 22 49.62;-00 49 59.1; 7.63;-0.026
   30327; 30348;06 23 00.27;+28 37 17.5; 7.63; 0.060
   30352; 30373;06 23 13.14;+35 31 13.2; 7.42; 0.041
   30357; 30378;06 23 15.78;-30 56 43.8; 7.68; 0.420
   30375; 30396;06 23 30.17;+27 07 04.9; 7.43; 0.071
   30389; 30410;06 23 39.63;-33 19 10.5; 7.43; 0.428
   30420; 30441;06 23 58.81;-09 04 07.7; 7.54; 1.665
   30446; 30467;06 24 17.61;-65 40 34.5; 7.62; 0.327
   30464; 30485;06 24 29.61;+08 23 49.3; 7.52; 0.290
   30465; 30486;06 24 30.80;+38 34 09.8; 7.59; 0.629
   30470; 30491;06 24 33.25;+59 41 57.8; 7.56; 0.258
   30488; 30509;06 24 47.43;-05 30 12.8; 7.70; 0.480
   30507; 30528;06 25 00.90;+24 18 07.6; 7.70; 0.571
   30509; 30530;06 25 01.64;-14 30 13.3; 7.56; 1.274
   30512; 30533;06 25 05.84;-55 43 31.6; 7.54; 0.406
   30522; 30543;06 25 14.73;-10 55 54.8; 7.63; 0.882
   30576; 30597;06 25 48.40;+73 26 06.2; 7.67; 1.668
   30624; 30645;06 26 23.53;-20 10 28.1; 7.51; 1.663
   30636; 30657;06 26 32.85;-26 06 14.4; 7.69; 1.644
   30651; 30672;06 26 43.62;-44 04 03.0; 7.70;-0.012
   30666; 30687;06 26 55.06;+17 27 05.7; 7.69; 0.719
   30693; 30713;06 27 12.12;-20 25 15.1; 7.60; 0.164
   30716; 30737;06 27 28.37;-22 07 27.4; 7.63; 0.336
   30722; 30743;06 27 36.86;-15 18 22.2; 7.48;-0.066
   30729; 30749;06 27 40.64;+18 13 25.7; 7.47; 0.463
   30732; 30753;06 27 43.11;+09 37 35.6; 7.55; 0.250
   30738; 30759;06 27 48.00;-41 07 54.4; 7.68; 0.914
   30753; 30774;06 27 58.83;+23 40 06.5; 7.59; 0.991
   30758; 30779;06 28 02.79;+29 14 30.6; 7.55; 1.602
   30775; 30796;06 28 15.87;-19 47 49.3; 7.59; 1.017
   30781; 30803;06 28 18.14;-59 37 04.3; 7.63; 0.513
   30802; 30823;06 28 32.15;+27 38 04.6; 7.69; 1.208
   30807; 30828;06 28 34.56;-13 02 57.3; 7.56; 0.304
   30816; 30837;06 28 37.98;-78 54 20.1; 7.55; 0.327
   30831; 30852;06 28 42.91;-06 58 12.1; 7.55;-0.058
   30852; 30873;06 28 52.04;-45 46 39.6; 7.60; 0.103
   30861; 30882;06 28 56.53;-59 46 23.0; 7.68; 1.286
   30869; 30890;06 29 03.77;+17 44 44.3; 7.61; 0.621
   30874; 30895;06 29 07.08;-40 22 19.0; 7.57; 1.264
   30905; 30926;06 29 26.51;+04 15 11.8; 7.55; 0.023
   30910; 30931;06 29 28.34;-11 27 50.9; 7.47; 0.101
   30918; 30939;06 29 36.89;+08 29 32.9; 7.61; 0.568
   30922; 30943;06 29 39.49;+28 46 50.5; 7.54;-0.039
   30933; 30954;06 29 49.88;+17 37 27.0; 7.55; 0.078
   30941; 30962;06 29 57.36;-42 16 40.4; 7.54; 1.431
   30946; 30967;06 30 00.62;-31 10 28.1; 7.55;-0.015
   30947; 30968;06 30 00.71;-15 43 25.7; 7.66; 1.302
   30982; 31003;06 30 22.74;-66 01 23.3; 7.64; 0.993
   30983; 31004;06 30 23.91;-16 56 34.8; 7.54; 1.123
   30990; 31011;06 30 27.47;-04 41 48.5; 7.47;-0.065
   31002; 31023;06 30 34.32;+52 48 33.3; 7.64; 0.288
   31014; 31035;06 30 45.13;+43 52 50.9; 7.68; 1.299
   31019; 31040;06 30 47.35;-03 42 47.1; 7.54; 0.210
   31032; 31053;06 30 57.65;+21 48 17.0; 7.52; 0.920
   31033; 31054;06 30 59.72;+32 48 19.6; 7.43; 1.631
   31041; 31062;06 31 05.69;-59 00 17.0; 7.65; 1.144
   31055; 31075;06 31 15.63;-13 36 06.4; 7.66; 0.359
   31056; 31076;06 31 15.76;-49 37 00.8; 7.41; 1.064
   31059; 31080;06 31 19.49;+53 46 31.0; 7.69; 1.024
   31074; 31095;06 31 31.17;+61 21 00.1; 7.67; 1.069
   31077; 31098;06 31 33.28;+15 25 20.1; 7.69; 0.215
   31080; 31101;06 31 36.10;-05 22 07.4; 7.46;-0.079
   31094; 31115;06 31 44.86;+02 00 59.0; 7.46;-0.081
   31095; 31116;06 31 45.20;-37 10 23.3; 7.55;-0.108
   31107; 31128;06 31 52.53;+05 01 59.2; 7.62; 0.098
   31112; 31133;06 31 56.25;-29 18 34.5; 7.47; 1.084
   31129; 31150;06 32 09.93;-65 18 57.2; 7.57; 0.351
   31133; 31154;06 32 16.90;+62 45 55.1; 7.42; 1.154
   31141; 31162;06 32 19.97;+54 51 13.8; 7.56; 0.545
   31161; 31182;06 32 35.36;+50 57 27.9; 7.59; 1.326
   31168; 31189;06 32 37.89;-42 15 23.0; 7.68; 0.985
   31174; 31195;06 32 40.27;-05 20 26.2; 7.59; 0.058
   31185; 31206;06 32 47.70;-17 42 36.2; 7.69; 0.108
   31187; 31208;06 32 48.56;+10 09 58.0; 7.57; 0.935
   31194; 31215;06 32 53.20;+58 44 50.6; 7.64; 1.185
   31206; 31227;06 32 59.84;+39 47 04.7; 7.45; 0.063
   31215; 31236;06 33 05.59;+16 56 55.5; 7.65;-0.008
   31221; 31242;06 33 10.65;-71 38 53.9; 7.65; 1.137
   31234; 31255;06 33 19.62;+47 13 06.2; 7.54; 1.689
   31254; 31275;06 33 33.73;-20 08 20.8; 7.50; 0.397
   31264; 31285;06 33 41.08;-07 12 12.5; 7.49; 0.016
   31266; 31287;06 33 41.44;+27 58 48.7; 7.52; 1.230
   31295; 31316;06 34 03.64;+22 07 03.9; 7.42; 0.433
   31312; 31333;06 34 13.77;+65 17 12.3; 7.59; 0.440
   31320; 31341;06 34 19.94;-16 00 39.5; 7.64; 0.493
   31323; 31345;06 34 21.59;+14 45 07.8; 7.64; 0.446
   31326; 31347;06 34 22.64;+06 41 42.6; 7.54; 0.095
   31335; 31356;06 34 32.03;-11 13 47.0; 7.43; 0.406
   31346; 31367;06 34 38.46;+43 03 56.1; 7.49; 0.338
   31373; 31394;06 34 51.98;-53 16 54.8; 7.61; 1.507
   31394; 31415;06 35 02.97;-12 36 26.2; 7.70; 0.510
   31399; 31420;06 35 04.21;+01 49 00.7; 7.63; 0.004
   31409; 31430;06 35 09.23;-61 10 23.9; 7.42; 0.204
   31411; 31432;06 35 10.19;+52 51 50.2; 7.51; 0.105
   31430; 31452;06 35 21.84;+51 58 29.6; 7.56; 0.377
   31432; 31453;06 35 22.06;-38 48 31.8; 7.47; 0.048
   31449; 31471;06 35 31.61;-37 51 27.3; 7.56; 1.026
   31458; 31480;06 35 35.78;-02 14 33.7; 7.51; 0.578
   31465; 31487;06 35 39.31;-47 26 00.5; 7.41; 1.140
   31468; 31490;06 35 42.52;-08 59 58.6; 7.69; 1.011
   31481; 31503;06 35 51.51;+17 12 00.3; 7.48; 0.024
   31482; 31504;06 35 51.81;-56 13 40.8; 7.62; 1.011
   31484; 31506;06 35 52.70;-48 16 47.5; 7.44; 1.134
   31495; 31517;06 35 57.79;-03 58 39.5; 7.59; 0.160
   31499; 31521;06 35 59.53;-35 10 18.5; 7.61; 0.471
   31511; 31533;06 36 05.42;-24 51 57.8; 7.45; 1.199
   31518; 31540;06 36 08.77;-27 37 18.0; 7.63; 0.714
   31528; 31551;06 36 14.77;+58 49 38.1; 7.63; 1.263
   31535; 31557;06 36 19.39;-26 32 05.2; 7.46; 1.266
   31536; 31558;06 36 20.43;-19 29 31.6; 7.41;-0.022
   31562; 31584;06 36 35.69;+77 55 30.2; 7.58; 0.080
   31584; 31606;06 36 53.85;+70 30 12.8; 7.67; 0.247
   31596; 31618;06 37 02.02;+19 09 36.8; 7.58; 1.284
   31599; 31621;06 37 03.33;-28 42 22.1; 7.49; 0.973
   31601; 31623;06 37 03.74;-32 13 30.2; 7.65; 0.703
   31614; 31636;06 37 13.56;-40 46 14.1; 7.62; 1.045
   31629; 31651;06 37 29.31;+22 08 55.8; 7.68; 0.075
   31633; 31655;06 37 31.83;+09 08 40.1; 7.61; 0.735
   31661; 31683;06 37 43.56;-17 00 47.0; 7.60; 1.755
   31664; 31686;06 37 45.83;+18 24 05.7; 7.61;-0.093
   31671; 31693;06 37 51.23;-08 46 54.1; 7.41; 1.073
   31698; 31720;06 38 06.95;+59 26 57.9; 7.46; 0.946
   31702; 31724;06 38 11.85;+07 08 53.6; 7.43; 0.114
   31707; 31729;06 38 18.76;+64 44 06.0; 7.61; 0.495
   31762; 31784;06 38 43.99;-45 03 52.1; 7.69;-0.115
   31766; 31788;06 38 48.08;-43 49 29.3; 7.58;-0.044
   31785; 31807;06 38 58.86;+41 29 41.3; 7.48; 1.637
   31794; 31816;06 39 05.87;+31 45 58.1; 7.64; 0.110
   31802; 31824;06 39 15.10;-31 50 08.2; 7.69;-0.178
   31812; 31834;06 39 20.27;+42 00 16.6; 7.61; 0.114
   31820; 31842;06 39 27.31;-12 02 06.5; 7.59; 1.204
   31836; 31858;06 39 35.43;-60 24 03.6; 7.59; 0.998
   31876; 31900;06 40 04.19;-17 17 37.1; 7.47; 0.493
   31879; 31903;06 40 05.35;+23 40 25.7; 7.43; 0.402
   31880; 31904;06 40 05.54;-02 21 42.0; 7.63; 0.091
   31910; 31935;06 40 25.12;-21 23 24.2; 7.46; 0.244
   31911; 31934;06 40 25.16;+02 33 28.8; 7.51;-0.006
   31924; 31948;06 40 33.61;-34 12 44.7; 7.59; 0.329
   31934; 31958;06 40 44.28;-32 46 41.7; 7.69; 1.021
   31937; 31961;06 40 47.36;+56 53 01.9; 7.41; 0.051
   31941; 31965;06 40 49.04;+51 58 44.5; 7.60; 0.672
   31958; 31982;06 40 59.98;+25 19 25.4; 7.62; 1.585
   31965; 31989;06 41 04.29;+53 23 54.5; 7.50; 0.528
   31993; 32017;06 41 19.85;-52 41 49.9; 7.67; 0.404
   32000; 32024;06 41 23.27;-02 20 58.9; 7.69; 0.576
   32003; 32027;06 41 25.87;+00 57 26.2; 7.43; 0.007
   32006; 32030;06 41 27.31;+09 51 14.4; 7.52;-0.143
   32020; 32044;06 41 42.74;+27 04 53.7; 7.54; 0.890
   32037; 32061;06 41 54.19;+47 47 36.9; 7.59; 0.307
   32039; 32063;06 41 55.80;+45 44 00.8; 7.67; 0.731
   32049; 32073;06 42 04.88;-69 42 23.7; 7.58; 0.028
   32057; 32081;06 42 07.83;-71 53 22.4; 7.68; 1.252
   32096; 32120;06 42 32.83;+29 22 30.9; 7.46;-0.011
   32097; 32121;06 42 32.99;+59 41 51.0; 7.41; 1.598
   32102; 32126;06 42 34.42;-41 48 55.1; 7.45; 1.107
   32107; 32131;06 42 37.05;-10 44 58.6; 7.59; 0.146
   32138; 32162;06 42 58.69;+34 07 40.0; 7.68; 0.086
   32163; 32186;06 43 12.48;-15 50 00.4; 7.68; 1.216
   32164; 32188;06 43 13.15;-00 01 16.7; 7.49; 1.029
   32180; 32204;06 43 19.38;+49 24 13.5; 7.46; 1.053
   32182; 32206;06 43 21.32;-40 54 32.2; 7.70; 1.378
   32197; 32221;06 43 36.09;-01 20 48.4; 7.53;-0.123
   32207; 32231;06 43 42.74;-39 51 53.8; 7.67; 0.501
   32214; 32238;06 43 47.21;+18 39 21.3; 7.48; 0.951
   32220; 32244;06 43 53.66;-27 35 29.2; 7.46; 0.043
   32226; 32250;06 44 00.61;+51 27 10.8; 7.70; 0.048
   32239; 32264;06 44 11.74;+66 17 47.4; 7.66; 0.522
   32240; 32263;06 44 11.74;+36 59 38.5; 7.49; 0.315
   32263; 32287;06 44 25.22;+06 16 54.9; 7.61; 0.403
   32294; 32318;06 44 49.57;+03 40 47.7; 7.63; 0.111
   32321; 32345;06 45 06.70;-01 01 15.5; 7.45;-0.075
   32324; 32348;06 45 07.23;-31 39 15.6; 7.61;-0.095
   32327; 32351;06 45 09.93;-82 53 45.1; 7.60; 0.401
   32332; 32356;06 45 13.35;-46 51 12.1; 7.49;-0.138
   32333; 32357;06 45 13.85;+05 12 47.7; 7.53;-0.010
   32358; 32382;06 45 28.86;+44 14 01.8; 7.47; 0.614
   32369; 32393;06 45 43.01;-20 51 09.6; 7.44; 1.271
   32372; 32396;06 45 49.74;-70 31 21.6; 7.60; 1.230
   32375; 32399;06 45 50.91;+62 38 58.5; 7.56; 0.111
   32384; 32408;06 45 57.94;-28 48 43.4; 7.64;-0.115
   32391; 32415;06 46 02.73;+33 01 46.9; 7.60; 0.624
   32411; 32435;06 46 13.43;-83 59 30.1; 7.46; 0.460
   32446; 32470;06 46 37.65;+57 46 08.8; 7.66; 0.505
   32463; 32487;06 46 47.23;+10 44 04.6; 7.54;-0.075
   32488; 32513;06 47 07.04;-12 11 56.8; 7.54; 1.057
   32501; 32525;06 47 13.70;+16 55 35.1; 7.52; 0.471
   32512; 32536;06 47 21.20;-38 55 16.7; 7.63; 0.087
   32520; 32545;06 47 27.96;+63 03 18.8; 7.52; 0.927
   32553; 32577;06 47 51.06;+07 52 57.7; 7.68; 0.070
   32555; 32579;06 47 52.01;-49 03 36.8; 7.66; 0.287
   32560; 32584;06 47 56.86;-05 09 14.4; 7.65;-0.068
   32562; 32585;06 47 57.36;-11 06 30.2; 7.70;-0.062
   32570; 32594;06 47 59.34;-04 15 06.8; 7.66; 0.241
   32588; 32612;06 48 16.47;+14 35 32.8; 7.69;-0.046
   32590; 32614;06 48 17.74;+23 13 26.5; 7.54; 0.848
   32591; 32615;06 48 18.21;-43 48 03.2; 7.41; 0.159
   32600; 32624;06 48 22.01;-01 49 04.6; 7.59; 1.536
   32606; 32630;06 48 23.23;-04 42 07.8; 7.64; 0.081
   32638; 32662;06 48 47.55;-23 12 11.2; 7.53; 0.484
   32640; 32664;06 48 48.78;-16 12 41.2; 7.58; 1.169
   32648; 32672;06 48 51.64;-14 23 21.2; 7.49; 1.334
   32684; 32708;06 49 26.70;-28 39 08.0; 7.43; 0.966
   32686; 32710;06 49 28.14;+12 05 16.8; 7.70; 0.529
   32701; 32726;06 49 36.27;+13 11 25.9; 7.42; 1.314
   32706; 32731;06 49 40.11;-15 02 40.4; 7.56; 0.007
   32731; 32755;06 49 49.94;+17 59 21.6; 7.64; 0.420
   32742; 32766;06 49 55.52;-05 30 47.5; 7.55;-0.079
   32749; 32773;06 49 58.75;+67 30 47.9; 7.68; 1.515
   32757; 32781;06 50 05.86;+06 15 22.7; 7.43;-0.077
   32764; 32788;06 50 10.82;-33 53 08.7; 7.41;-0.043
   32772; 32796;06 50 13.92;-52 48 00.2; 7.62;-0.091
   32783; 32807;06 50 21.03;-06 11 34.1; 7.60;-0.100
   32817; 32841;06 50 45.22;-20 50 09.1; 7.59;-0.105
   32860; 32884;06 51 07.91;-77 40 28.3; 7.57; 0.219
   32882; 32905;06 51 21.95;-32 11 01.3; 7.55; 0.057
   32886; 32910;06 51 25.99;-40 33 01.0; 7.45;-0.050
   32889; 32913;06 51 27.67;-49 17 36.6; 7.58; 0.087
   32905; 32929;06 51 37.43;-26 32 06.6; 7.68; 0.094
   32913; 32937;06 51 41.35;-23 48 10.4; 7.57;-0.008
   32925; 32949;06 51 47.83;+46 29 59.8; 7.41; 1.050
   32928; 32952;06 51 49.38;-26 34 54.4; 7.59;-0.140
   32936; 32960;06 51 53.95;+06 36 24.5; 7.44; 1.035
   32937; 32961;06 51 55.15;-22 18 12.9; 7.58; 0.976
   32938; 32962;06 51 55.87;+10 48 01.8; 7.65; 0.588
   32947; 32971;06 52 02.42;-11 12 16.3; 7.41; 0.721
   32969; 32993;06 52 24.85;+07 53 46.8; 7.60; 0.491
   32981; 33005;06 52 39.01;+07 49 20.0; 7.47;-0.022
   32983; 33007;06 52 40.71;-21 11 03.4; 7.46;-0.113
   32999; 33023;06 52 49.22;-40 41 35.2; 7.66; 1.064
   33019; 33043;06 53 02.76;+74 08 12.9; 7.51; 1.032
   33028; 33051;06 53 05.78;+49 32 03.0; 7.65; 1.219
   33029; 33054;06 53 06.15;+25 18 41.7; 7.41; 0.326
   33048; 33072;06 53 16.56;-74 43 32.3; 7.64; 0.525
   33089; 33113;06 53 48.48;-13 11 29.0; 7.53;-0.085
   33104; 33128;06 53 56.06;-04 23 32.7; 7.63; 1.584
   33106; 33130;06 53 56.33;-22 19 43.1; 7.57; 1.345
   33117; 33140;06 54 03.53;-77 46 51.0; 7.51; 0.284
   33124; 33148;06 54 06.19;+10 31 29.6; 7.65; 1.669
   33143; 33167;06 54 13.84;+06 41 16.8; 7.55; 0.009
   33144; 33168;06 54 13.91;-06 01 06.6; 7.54; 1.101
   33170; 33194;06 54 29.16;+26 31 50.7; 7.68; 0.010
   33175; 33200;06 54 35.91;-17 55 01.9; 7.63;-0.118
   33179; 33203;06 54 39.54;+17 41 03.9; 7.67; 1.650
   33194; 33218;06 54 46.70;+42 56 52.3; 7.41; 0.183
   33203; 33227;06 54 50.58;+03 14 15.0; 7.68; 0.349
   33208; 33232;06 54 53.16;-14 51 45.3; 7.50; 0.561
   33227; 33251;06 55 04.45;+22 33 37.2; 7.67; 0.270
   33230; 33254;06 55 07.19;-38 33 23.1; 7.45; 1.000
   33251; 33275;06 55 17.44;+05 54 37.7; 7.60; 0.518
   33293; 33317;06 55 48.23;+08 52 38.7; 7.51; 0.734
   33302; 33326;06 55 53.43;+18 29 30.2; 7.63; 0.235
   33327; 33351;06 56 11.96;+02 18 59.7; 7.51; 1.243
   33331; 33355;06 56 14.74;+40 32 13.1; 7.53; 0.553
   33335; 33359;06 56 17.90;-38 36 34.8; 7.68;-0.002
   33336; 33360;06 56 18.75;+25 00 31.5; 7.61; 0.247
   33347; 33371;06 56 23.24;-57 34 33.4; 7.69; 0.612
   33355; 33379;06 56 33.28;+00 06 22.6; 7.47; 1.034
   33358; 33382;06 56 34.19;+01 09 48.6; 7.41; 0.690
   33367; 33391;06 56 39.42;-08 10 58.0; 7.60;-0.070
   33375; 33399;06 56 48.57;+20 58 01.9; 7.43;-0.113
   33389; 33413;06 56 55.50;+51 00 19.0; 7.52; 0.083
   33398; 33422;06 57 01.26;+24 57 27.9; 7.62; 0.216
   33407; 33431;06 57 06.10;-55 02 50.8; 7.63; 1.694
   33418; 33442;06 57 12.17;-36 53 12.5; 7.59;-0.046
   33448; 33472;06 57 27.86;+43 13 45.6; 7.47; 1.221
   33450; 33474;06 57 29.05;+02 53 16.8; 7.49; 0.265
   33453; 33477;06 57 33.25;+19 43 45.1; 7.42; 0.254
   33470; 33494;06 57 43.19;+40 49 44.7; 7.59; 1.000
   33473; 33497;06 57 46.43;+22 53 34.4; 7.62; 0.558
   33478; 33502;06 57 49.36;-42 36 23.5; 7.62; 0.220
   33485; 33509;06 57 55.99;+06 32 56.9; 7.68;-0.132
   33489; 33513;06 57 57.81;+02 17 32.1; 7.47; 0.296
   33494; 33518;06 58 00.70;+63 02 26.1; 7.49; 0.194
   33501; 33525;06 58 03.72;+00 22 09.9; 7.51; 0.317
   33517; 33541;06 58 13.95;-17 46 45.1; 7.57; 1.013
   33519; 33543;06 58 15.98;-35 25 08.9; 7.62;-0.022
   33520; 33544;06 58 17.18;-35 25 08.9; 7.57; 0.094
   33531; 33555;06 58 24.18;-04 31 30.3; 7.55; 0.314
   33573; 33597;06 58 50.67;+39 32 09.2; 7.70; 0.010
   33612; 33636;06 59 14.65;-45 13 42.8; 7.68; 1.226
   33633; 33657;06 59 31.75;+00 55 00.4; 7.50; 0.801
   33644; 33668;06 59 40.50;+48 37 20.5; 7.41; 1.148
   33651; 33675;06 59 45.37;-83 45 09.7; 7.42; 1.040
   33682; 33706;07 00 10.30;+30 17 10.6; 7.59; 1.345
   33686; 33710;07 00 13.81;+00 05 00.6; 7.64; 0.376
   33688; 33712;07 00 14.79;+26 52 42.2; 7.47; 0.940
   33717; 33741;07 00 34.63;-38 02 09.3; 7.67; 0.912
   33760; 33784;07 00 54.32;-24 29 23.4; 7.52; 0.205
   33774; 33798;07 01 04.42;-49 42 30.6; 7.68; 1.442
   33775; 33799;07 01 04.52;-21 57 53.2; 7.66; 0.534
   33784; 33808;07 01 08.64;+29 44 09.2; 7.69; 1.094
   33788; 33812;07 01 10.68;-30 39 53.5; 7.41; 0.288
   33791; 33815;07 01 12.60;+29 13 01.0; 7.62; 0.933
   33795; 33819;07 01 14.98;+00 00 37.8; 7.57; 0.449
   33811; 33836;07 01 27.05;-03 07 03.3; 7.70;-0.087
   33821; 33845;07 01 33.15;-35 20 53.3; 7.61; 1.243
   33835; 33859;07 01 45.55;+17 58 31.3; 7.58; 0.034
   33839; 33863;07 01 46.88;-56 37 17.2; 7.70; 0.551
   33841; 33865;07 01 47.79;-23 27 32.7; 7.65;-0.134
   33867; 33892;07 02 06.95;-50 25 47.8; 7.59;-0.039
   33888; 33913;07 02 17.08;+51 34 05.5; 7.51; 1.105
   33906; 33931;07 02 28.24;+53 23 01.6; 7.47; 0.028
   33926; 33951;07 02 41.33;-17 34 53.4; 7.45;-0.032
   33930; 33954;07 02 43.06;+45 57 26.7; 7.66; 0.079
   33940; 33965;07 02 50.51;+13 05 21.9; 7.50; 0.490
   33947; 33973;07 02 55.08;-13 13 04.4; 7.66; 0.531
   33952; 33978;07 03 01.85;-24 13 57.9; 7.44; 1.375
   33958; 33984;07 03 05.17;-40 21 27.6; 7.47; 0.280
   33959; 33985;07 03 05.51;+54 10 26.6; 7.42; 0.949
   33966; 33992;07 03 10.62;+21 10 29.3; 7.68; 1.022
   33967; 33993;07 03 11.64;-66 53 21.6; 7.66; 0.473
   33981; 34007;07 03 25.39;-03 01 31.2; 7.49; 0.140
   33984; 34010;07 03 26.74;-04 15 58.9; 7.43; 1.344
   33990; 34016;07 03 29.77;+19 13 19.6; 7.53; 0.268
   34017; 34043;07 03 43.22;+33 53 36.4; 7.47; 1.065
   34027; 34053;07 03 50.31;-41 12 24.8; 7.56; 1.088
   34047; 34072;07 04 00.05;-04 37 24.6; 7.44; 1.898
   34054; 34080;07 04 02.63;-12 17 17.4; 7.44;-0.108
   34067; 34092;07 04 08.70;-64 29 23.9; 7.48; 0.075
   34074; 34099;07 04 13.57;-21 15 57.7; 7.64;-0.009
   34077; 34102;07 04 16.23;+01 30 26.9; 7.65;-0.044
   34087; 34112;07 04 22.65;+04 34 19.6; 7.46;-0.030
   34099; 34124;07 04 32.94;+73 25 40.5; 7.60; 0.927
   34154; 34179;07 05 17.00;-34 08 36.5; 7.50; 0.509
   34179; 34204;07 05 33.19;-14 52 19.3; 7.68; 1.043
   34187; 34212;07 05 37.18;-71 16 22.5; 7.67; 0.536
   34221; 34247;07 05 58.77;+33 44 32.8; 7.47; 1.562
   34232; 34258;07 06 05.04;+13 59 08.9; 7.44; 1.461
   34235; 34261;07 06 05.53;-45 58 07.7; 7.44; 1.652
   34238; 34264;07 06 10.80;+28 11 31.0; 7.68; 0.310
   34249; 34275;07 06 20.70;-37 42 34.6; 7.50;-0.020
   34257; 34283;07 06 27.66;-03 06 56.6; 7.60;-0.140
   34274; 34300;07 06 36.50;+19 06 33.7; 7.55; 1.114
   34299; 34325;07 06 56.44;-11 19 38.5; 7.62;-0.008
   34330; 34356;07 07 21.28;+22 42 12.7; 7.53; 2.100
   34354; 34380;07 07 41.70;+33 11 44.4; 7.45; 0.925
   34355; 34381;07 07 42.66;-76 02 57.0; 7.67; 1.386
   34400; 34426;07 08 12.02;+15 31 16.9; 7.70; 0.530
   34413; 34439;07 08 21.98;+33 16 05.0; 7.51; 0.271
   34416; 34442;07 08 22.60;-50 06 00.8; 7.69; 0.543
   34431; 34457;07 08 33.74;-28 36 47.8; 7.54; 0.577
   34438; 34464;07 08 37.21;+18 18 04.9; 7.44; 1.122
   34450; 34476;07 08 43.82;+17 39 26.3; 7.43; 0.676
   34458; 34484;07 08 46.75;+16 54 31.7; 7.70; 1.268
   34488; 34514;07 09 05.67;+44 15 35.5; 7.57; 0.333
   34493; 34519;07 09 08.66;-31 56 00.9; 7.49;-0.117
   34525; 34551;07 09 29.78;+01 55 12.4; 7.61;-0.064
   34550; 34576;07 09 39.76;+26 31 22.6; 7.62; 1.165
   34557; 34583;07 09 44.40;+22 21 52.6; 7.56; 1.400
   34585; 34612;07 10 08.15;-11 48 09.9; 7.64;-0.005
   34609; 34635;07 10 26.54;-37 12 58.1; 7.68; 1.115
   34612; 34639;07 10 28.43;+57 21 12.8; 7.68; 1.259
   34617; 34644;07 10 30.15;-20 16 29.4; 7.49; 0.212
   34619; 34646;07 10 30.63;-30 39 45.0; 7.58;-0.175
   34632; 34659;07 10 39.60;-41 15 54.3; 7.49; 0.116
   34642; 34669;07 10 46.96;-09 20 09.6; 7.41;-0.114
   34644; 34671;07 10 48.87;+32 13 24.0; 7.60; 1.040
   34645; 34672;07 10 49.86;+09 22 40.4; 7.66;-0.008
   34676; 34703;07 11 15.29;+59 03 52.6; 7.47; 1.017
   34696; 34723;07 11 23.43;+20 15 33.2; 7.61; 1.032
   34704; 34731;07 11 28.05;-13 04 14.2; 7.67;-0.009
   34711; 34739;07 11 31.67;-49 25 34.3; 7.50; 0.705
